info, 1, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,3,19,lambdalift,single,-1,--, 234.405914,0.0,203.258,201.387,38.922184,-223.572968,29
data,3,19,lambdalift,total,-1,--, 234.405914,0.0,203.258,201.387,38.922184,-223.572968,29
data,3,20,constructors,single,-1,--, 165.617286,0.0,164.429,163.406,17.760544,15.517712,0
data,3,20,constructors,total,-1,--, 165.617286,0.0,164.429,163.406,17.760544,15.517712,0
data,3,21,flatten,single,-1,--, 72.287991,0.0,72.136,71.954,7.43132,10.345152,0
data,3,21,flatten,total,-1,--, 72.287991,0.0,72.136,71.954,7.43132,10.345152,0
data,3,22,mixin,single,-1,--, 230.939545,0.0,227.786,226.401,55.122088,51.736584,0
data,3,22,mixin,total,-1,--, 230.939545,0.0,227.786,226.401,55.122088,51.736584,0
data,3,23,cleanup,single,-1,--, 44.248503,0.0,44.191,43.896,6.4808,5.172584,0
data,3,23,cleanup,total,-1,--, 44.248503,0.0,44.191,43.896,6.4808,5.172584,0
data,3,24,delambdafy,single,-1,--, 129.936541,0.0,128.266,127.386,23.074984,25.862928,0
data,3,24,delambdafy,total,-1,--, 129.936541,0.0,128.266,127.386,23.074984,25.862928,0
GC,138011, 138039
GC,139053, 139096
data,3,25,jvm,single,-1,--, 1933.106664,0.0,1817.912,1594.692,505.883352,25.018768,70
data,3,25,jvm,total,-1,--, 1933.106664,0.0,1817.912,1594.692,505.883352,25.018768,70
data,3,26,xsbt-analyzer,single,-1,--, 24.752139,0.0,24.663,19.806,4.234808,0.0,0
data,3,26,xsbt-analyzer,total,-1,--, 24.752139,0.0,24.663,19.806,4.234808,0.0,0
info, 4, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,4,0,<init phase>,single,-1,--, 12.819063,0.0,12.775,9.729,4.869176,5.062336,0
data,4,0,<init phase>,total,-1,--, 12.819063,0.0,12.775,9.729,4.869176,5.062336,0
data,4,1,parser,single,-1,--, 253.546609,0.0,251.029,249.697,44.51408,44.653216,0
data,4,1,parser,total,-1,--, 253.546609,0.0,251.029,249.697,44.51408,44.653216,0
data,4,2,namer,single,-1,--, 25.644693,0.0,24.937,24.455,3.745952,3.57236,0
data,4,2,namer,total,-1,--, 25.644693,0.0,24.937,24.455,3.745952,3.57236,0
data,4,3,packageobjects,single,-1,--, 5.749223,0.0,4.86,4.191,0.336136,0.893056,0
data,4,3,packageobjects,total,-1,--, 5.749223,0.0,4.86,4.191,0.336136,0.893056,0
GC,155538, 155562
GC,157205, 157232
data,4,4,typer,single,-1,--, 3980.724397,0.0,3832.945,3787.209,678.117576,199.710136,50
data,4,4,typer,total,-1,--, 3980.724397,0.0,3832.945,3787.209,678.117576,199.710136,50
GC,158646, 158668
data,4,5,patmat,single,-1,--, 737.691632,0.0,705.593,701.871,135.365584,-108.47108,22
data,4,5,patmat,total,-1,--, 737.691632,0.0,705.593,701.871,135.365584,-108.47108,22
data,4,6,superaccessors,single,-1,--, 63.841603,0.0,63.758,63.531,24.082136,25.135952,0
data,4,6,superaccessors,total,-1,--, 63.841603,0.0,63.758,63.531,24.082136,25.135952,0
data,4,7,extmethods,single,-1,--, 20.181702,0.0,20.159,20.076,5.234944,4.189352,0
data,4,7,extmethods,total,-1,--, 20.181702,0.0,20.159,20.076,5.234944,4.189352,0
data,4,8,pickler,single,-1,--, 105.795558,0.0,103.501,102.74,23.905288,25.13592,0
data,4,8,pickler,total,-1,--, 105.795558,0.0,103.501,102.74,23.905288,25.13592,0
GC,159746, 159761
data,4,9,xsbt-api,single,-1,--, 745.812582,0.0,722.635,718.518,322.899904,66.626504,15
data,4,9,xsbt-api,total,-1,--, 745.812582,0.0,722.635,718.518,322.899904,66.626504,15
GC,160363, 160375
data,4,10,xsbt-dependency,single,-1,--, 171.437489,0.0,156.931,155.401,82.818296,-175.084904,12
data,4,10,xsbt-dependency,total,-1,--, 171.437489,0.0,156.931,155.401,82.818296,-175.084904,12
data,4,11,refchecks,single,-1,--, 360.46065,0.0,356.634,354.036,74.433248,74.516424,0
data,4,11,refchecks,total,-1,--, 360.46065,0.0,356.634,354.036,74.433248,74.516424,0
data,4,12,uncurry,single,-1,--, 297.511257,0.0,294.101,292.34,62.92964,64.580944,0
data,4,12,uncurry,total,-1,--, 297.511257,0.0,294.101,292.34,62.92964,64.580944,0
data,4,13,fields,single,-1,--, 143.041048,0.0,139.79,138.166,30.252072,29.817288,0
data,4,13,fields,total,-1,--, 143.041048,0.0,139.79,138.166,30.252072,29.817288,0
data,4,14,tailcalls,single,-1,--, 83.801825,0.0,82.624,82.003,14.68496,14.903248,0
data,4,14,tailcalls,total,-1,--, 83.801825,0.0,82.624,82.003,14.68496,14.903248,0
GC,161490, 161511
data,4,15,specialize,single,-1,--, 367.296553,0.0,342.553,337.556,101.612608,-156.73592,20
data,4,15,specialize,total,-1,--, 367.296553,0.0,342.553,337.556,101.612608,-156.73592,20
data,4,16,explicitouter,single,-1,--, 127.538354,0.0,127.244,126.719,32.870848,30.844944,0
data,4,16,explicitouter,total,-1,--, 127.538354,0.0,127.244,126.719,32.870848,30.844944,0
GC,162614, 162633
data,4,17,erasure,single,-1,--, 926.746113,0.0,897.277,892.423,206.095016,-55.437776,20
data,4,17,erasure,total,-1,--, 926.746113,0.0,897.277,892.423,206.095016,-55.437776,20
data,4,18,posterasure,single,-1,--, 68.019079,0.0,67.412,67.175,17.458728,16.183416,0
data,4,18,posterasure,total,-1,--, 68.019079,0.0,67.412,67.175,17.458728,16.183416,0
data,4,19,lambdalift,single,-1,--, 146.594152,0.0,145.73,145.105,38.919904,37.761192,0
data,4,19,lambdalift,total,-1,--, 146.594152,0.0,145.73,145.105,38.919904,37.761192,0
data,4,20,constructors,single,-1,--, 103.692992,0.0,103.25,102.767,17.7626,16.18348,0
data,4,20,constructors,total,-1,--, 103.692992,0.0,103.25,102.767,17.7626,16.18348,0
data,4,21,flatten,single,-1,--, 57.601633,0.0,57.149,56.846,7.43132,10.788952,0
data,4,21,flatten,total,-1,--, 57.601633,0.0,57.149,56.846,7.43132,10.788952,0
